cell_id,west,south,east,north,occurrence_count
gh8-01871,-169.5303726196289,-14.203605651855469,-169.530029296875,-14.203433990478516,3
gh8-01872,-169.5303726196289,-14.204120635986328,-169.530029296875,-14.203948974609375,3
gh8-01873,-169.52899932861328,-14.20583724975586,-169.52865600585938,-14.205665588378906,3
gh8-01874,-169.52899932861328,-14.207897186279297,-169.52865600585938,-14.207725524902344,3
gh8-01875,-169.5307159423828,-14.20858383178711,-169.5303726196289,-14.208412170410156,3
gh8-01876,-169.53208923339844,-14.208412170410156,-169.53174591064453,-14.208240509033203,3
gh8-01877,-169.53243255615234,-14.209442138671875,-169.53208923339844,-14.209270477294922,3
gh8-01878,-169.53449249267578,-14.210643768310547,-169.53414916992188,-14.210472106933594,3
gh8-01879,-169.52899932861328,-14.234848022460938,-169.52865600585938,-14.234676361083984,3
gh8-01880,-169.53346252441406,-14.232444763183594,-169.53311920166016,-14.23227310180664,3
gh8-01881,-169.5351791381836,-14.233989715576172,-169.5348358154297,-14.233818054199219,3
gh8-01882,-169.58358764648438,-14.21682357788086,-169.58324432373047,-14.216651916503906,3
gh8-01883,-169.65190887451172,-14.176654815673828,-169.6515655517578,-14.176483154296875,3
gh8-01884,-169.65225219726562,-14.17734146118164,-169.65190887451172,-14.177169799804688,3
gh8-01885,-169.65225219726562,-14.179229736328125,-169.65190887451172,-14.179058074951172,3
gh8-01886,-169.68109130859375,-14.182662963867188,-169.68074798583984,-14.182491302490234,3
gh8-01887,-169.7003173828125,-14.190044403076172,-169.6999740600586,-14.189872741699219,3
gh8-01888,-169.53105926513672,-14.242572784423828,-169.5307159423828,-14.242401123046875,3
gh8-01889,-169.49844360351562,-14.291324615478516,-169.49810028076172,-14.291152954101562,3
gh8-01890,-169.49947357177734,-14.292869567871094,-169.49913024902344,-14.29269790649414,3
gh8-01891,-169.49947357177734,-14.293041229248047,-169.49913024902344,-14.292869567871094,3
gh8-01892,-169.49981689453125,-14.293041229248047,-169.49947357177734,-14.292869567871094,3
gh8-01893,-169.50016021728516,-14.293212890625,-169.49981689453125,-14.293041229248047,3
gh8-01894,-169.49981689453125,-14.293556213378906,-169.49947357177734,-14.293384552001953,3
gh8-01895,-169.49913024902344,-14.294757843017578,-169.49878692626953,-14.294586181640625,3
gh8-01896,-169.50016021728516,-14.29372787475586,-169.49981689453125,-14.293556213378906,3
gh8-01897,-170.00038146972656,-14.494743347167969,-170.00003814697266,-14.494571685791016,3
gh8-01898,-170.00106811523438,-14.495429992675781,-170.00072479248047,-14.495258331298828,3
gh8-01899,-170.00415802001953,-14.50143814086914,-170.00381469726562,-14.501266479492188,3
gh8-01900,-170.00450134277344,-14.501609802246094,-170.00415802001953,-14.50143814086914,3
gh8-01901,-170.00518798828125,-14.504013061523438,-170.00484466552734,-14.503841400146484,3
gh8-01902,-170.00553131103516,-14.504528045654297,-170.00518798828125,-14.504356384277344,3
gh8-01903,-170.0075912475586,-14.505386352539062,-170.0072479248047,-14.50521469116211,3
gh8-01904,-170.0082778930664,-14.505729675292969,-170.0079345703125,-14.505558013916016,3
gh8-01905,-170.32962799072266,-14.336128234863281,-170.32928466796875,-14.335956573486328,3
gh8-01906,-170.32962799072266,-14.336471557617188,-170.32928466796875,-14.336299896240234,3
gh8-01907,-170.32928466796875,-14.337844848632812,-170.32894134521484,-14.33767318725586,3
gh8-01908,-170.32859802246094,-14.339561462402344,-170.32825469970703,-14.33938980102539,3
gh8-01909,-170.32825469970703,-14.34213638305664,-170.32791137695312,-14.341964721679688,3
gh8-01910,-170.32825469970703,-14.3426513671875,-170.32791137695312,-14.342479705810547,3
gh8-01911,-170.3265380859375,-14.351921081542969,-170.3261947631836,-14.351749420166016,3
gh8-01912,-170.3265380859375,-14.352779388427734,-170.3261947631836,-14.352607727050781,3
gh8-01913,-170.32825469970703,-14.349517822265625,-170.32791137695312,-14.349346160888672,3
gh8-01914,-170.3272247314453,-14.350547790527344,-170.3268814086914,-14.35037612915039,3
gh8-01915,-170.3258514404297,-14.353981018066406,-170.32550811767578,-14.353809356689453,3
gh8-01916,-170.32550811767578,-14.354496002197266,-170.32516479492188,-14.354324340820312,3
gh8-01917,-170.67913055419922,-14.115886688232422,-170.6787872314453,-14.115715026855469,3
gh8-01918,-170.73406219482422,-14.201545715332031,-170.7337188720703,-14.201374053955078,3
gh8-01919,-170.7337188720703,-14.20206069946289,-170.7333755493164,-14.201889038085938,3
gh8-01920,-170.7333755493164,-14.202404022216797,-170.7330322265625,-14.202232360839844,3
gh8-01921,-170.7501983642578,-14.198970794677734,-170.7498550415039,-14.198799133300781,3
gh8-01922,-170.58025360107422,-14.250125885009766,-170.5799102783203,-14.249954223632812,3
gh8-01923,-170.63724517822266,-14.280853271484375,-170.63690185546875,-14.280681610107422,3
gh8-01924,-170.6612777709961,-14.245319366455078,-170.6609344482422,-14.245147705078125,3
gh8-01925,-170.68016052246094,-14.275016784667969,-170.67981719970703,-14.274845123291016,3
gh8-01926,-170.68153381347656,-14.277763366699219,-170.68119049072266,-14.277591705322266,3
gh8-01927,-170.68187713623047,-14.277763366699219,-170.68153381347656,-14.277591705322266,3
gh8-01928,-170.67020416259766,-14.290294647216797,-170.66986083984375,-14.290122985839844,3
gh8-01929,-170.67123413085938,-14.291152954101562,-170.67089080810547,-14.29098129272461,3
gh8-01930,-170.68084716796875,-14.28274154663086,-170.68050384521484,-14.282569885253906,3
gh8-01931,-170.68256378173828,-14.282913208007812,-170.68222045898438,-14.28274154663086,3
gh8-01932,-170.6787872314453,-14.290637969970703,-170.6784439086914,-14.29046630859375,3
gh8-01933,-170.6774139404297,-14.297676086425781,-170.67707061767578,-14.297504425048828,3
gh8-01934,-170.6774139404297,-14.297847747802734,-170.67707061767578,-14.297676086425781,3
gh8-01935,-170.6774139404297,-14.29819107055664,-170.67707061767578,-14.298019409179688,3
gh8-01936,-170.6561279296875,-14.312782287597656,-170.6557846069336,-14.312610626220703,3
gh8-01937,-170.64685821533203,-14.321880340576172,-170.64651489257812,-14.321708679199219,3
gh8-01938,-170.64754486083984,-14.322738647460938,-170.64720153808594,-14.322566986083984,3
gh8-01939,-170.64720153808594,-14.324626922607422,-170.64685821533203,-14.324455261230469,3
gh8-01940,-170.64720153808594,-14.324798583984375,-170.64685821533203,-14.324626922607422,3
gh8-01941,-170.65750122070312,-14.323596954345703,-170.65715789794922,-14.32342529296875,3
gh8-01942,-170.66059112548828,-14.324798583984375,-170.66024780273438,-14.324626922607422,3
gh8-01943,-170.66059112548828,-14.328060150146484,-170.66024780273438,-14.327888488769531,3
gh8-01944,-170.66265106201172,-14.329261779785156,-170.6623077392578,-14.329090118408203,3
gh8-01945,-170.66574096679688,-14.329090118408203,-170.66539764404297,-14.32891845703125,3
gh8-01946,-170.6667709350586,-14.329090118408203,-170.6664276123047,-14.32891845703125,3
gh8-01947,-170.66608428955078,-14.330463409423828,-170.66574096679688,-14.330291748046875,3
gh8-01948,-170.67432403564453,-14.33115005493164,-170.67398071289062,-14.330978393554688,3
gh8-01949,-170.6894302368164,-14.252185821533203,-170.6890869140625,-14.25201416015625,3
gh8-01950,-170.69286346435547,-14.275188446044922,-170.69252014160156,-14.275016784667969,3
gh8-01951,-170.69046020507812,-14.276905059814453,-170.69011688232422,-14.2767333984375,3
gh8-01952,-170.71517944335938,-14.264202117919922,-170.71483612060547,-14.264030456542969,3
gh8-01953,-170.6839370727539,-14.291324615478516,-170.68359375,-14.291152954101562,3
gh8-01954,-170.72307586669922,-14.283599853515625,-170.7227325439453,-14.283428192138672,3
gh8-01955,-170.68702697753906,-14.311752319335938,-170.68668365478516,-14.311580657958984,3
gh8-01956,-170.84461212158203,-14.277935028076172,-170.84426879882812,-14.277763366699219,3
gh8-01957,-170.81130981445312,-14.297847747802734,-170.81096649169922,-14.297676086425781,3
gh8-01958,-170.74951171875,-14.365825653076172,-170.7491683959961,-14.365653991699219,3
gh8-01959,-170.7498550415039,-14.362735748291016,-170.74951171875,-14.362564086914062,3
gh8-01960,-170.76324462890625,-14.370803833007812,-170.76290130615234,-14.37063217163086,3
gh8-01961,-170.76290130615234,-14.371833801269531,-170.76255798339844,-14.371662139892578,3
gh8-01962,-170.76393127441406,-14.370288848876953,-170.76358795166016,-14.3701171875,3
gh8-01963,-170.76290130615234,-14.373035430908203,-170.76255798339844,-14.37286376953125,3
gh8-01964,-170.771484375,-14.37234878540039,-170.7711410522461,-14.372177124023438,3
gh8-01965,-170.80032348632812,-14.366683959960938,-170.79998016357422,-14.366512298583984,3
gh8-01966,-170.7718276977539,-14.37234878540039,-170.771484375,-14.372177124023438,3
gh8-01967,-170.77320098876953,-14.374923706054688,-170.77285766601562,-14.374752044677734,3
gh8-01968,-170.77251434326172,-14.377326965332031,-170.7721710205078,-14.377155303955078,3
gh8-01969,-170.77320098876953,-14.377326965332031,-170.77285766601562,-14.377155303955078,3
gh8-01970,-170.50025939941406,-14.500064849853516,-170.49991607666016,-14.499893188476562,3
gh8-01971,-170.74127197265625,-14.846134185791016,-170.74092864990234,-14.845962524414062,3
gh8-01972,-170.7436752319336,-14.846477508544922,-170.7433319091797,-14.846305847167969,3
gh8-01973,-170.74745178222656,-14.8480224609375,-170.74710845947266,-14.847850799560547,3
gh8-01974,-171,-15,-170.99979400634766,-14.999942779541016,3
gh8-01975,-169.6900177001953,-14.010143280029297,-169.6896743774414,-14.009971618652344,2
gh8-01976,-169.68006134033203,-14.020099639892578,-169.67971801757812,-14.019927978515625,2
gh8-01977,-170.10372161865234,-14.056663513183594,-170.10337829589844,-14.05649185180664,2
gh8-01978,-170.10406494140625,-14.057350158691406,-170.10372161865234,-14.057178497314453,2
gh8-01979,-170.1068115234375,-14.05975341796875,-170.1064682006836,-14.059581756591797,2
gh8-01980,-170.1074981689453,-14.060955047607422,-170.1071548461914,-14.060783386230469,2
gh8-01981,-169.04937744140625,-14.198112487792969,-169.04903411865234,-14.197940826416016,2
gh8-01982,-169.04937744140625,-14.199657440185547,-169.04903411865234,-14.199485778808594,2
gh8-01983,-169.04972076416016,-14.200000762939453,-169.04937744140625,-14.1998291015625,2
gh8-01984,-169.05006408691406,-14.202919006347656,-169.04972076416016,-14.202747344970703,2
gh8-01985,-169.04457092285156,-14.210128784179688,-169.04422760009766,-14.209957122802734,2
gh8-01986,-169.04491424560547,-14.209957122802734,-169.04457092285156,-14.209785461425781,2
gh8-01987,-169.04422760009766,-14.21030044555664,-169.04388427734375,-14.210128784179688,2
gh8-01988,-169.0462875366211,-14.209785461425781,-169.0459442138672,-14.209613800048828,2
gh8-01989,-169.046630859375,-14.210128784179688,-169.0462875366211,-14.209957122802734,2
gh8-01990,-169.04560089111328,-14.211845397949219,-169.04525756835938,-14.211673736572266,2
gh8-01991,-169.0459442138672,-14.212188720703125,-169.04560089111328,-14.212017059326172,2
gh8-01992,-169.04800415039062,-14.206180572509766,-169.04766082763672,-14.206008911132812,2
gh8-01993,-169.04766082763672,-14.213218688964844,-169.0473175048828,-14.21304702758789,2
gh8-01994,-169.04937744140625,-14.224205017089844,-169.04903411865234,-14.22403335571289,2
gh8-01995,-169.05864715576172,-14.210472106933594,-169.0583038330078,-14.21030044555664,2
gh8-01996,-169.06036376953125,-14.2108154296875,-169.06002044677734,-14.210643768310547,2
gh8-01997,-169.06105041503906,-14.21133041381836,-169.06070709228516,-14.211158752441406,2
gh8-01998,-169.06139373779297,-14.211502075195312,-169.06105041503906,-14.21133041381836,2
gh8-01999,-169.06173706054688,-14.212188720703125,-169.06139373779297,-14.212017059326172,2
gh8-02000,-169.06173706054688,-14.21304702758789,-169.06139373779297,-14.212875366210938,2
gh8-02001,-169.06173706054688,-14.213390350341797,-169.06139373779297,-14.213218688964844,2
gh8-02002,-169.0631103515625,-14.212875366210938,-169.0627670288086,-14.212703704833984,2
gh8-02003,-169.05899047851562,-14.214420318603516,-169.05864715576172,-14.214248657226562,2
gh8-02004,-169.05899047851562,-14.214763641357422,-169.05864715576172,-14.214591979980469,2
gh8-02005,-169.05933380126953,-14.214591979980469,-169.05899047851562,-14.214420318603516,2
gh8-02006,-169.06036376953125,-14.214591979980469,-169.06002044677734,-14.214420318603516,2
gh8-02007,-169.06036376953125,-14.215278625488281,-169.06002044677734,-14.215106964111328,2
gh8-02008,-169.05967712402344,-14.21630859375,-169.05933380126953,-14.216136932373047,2
gh8-02009,-169.06173706054688,-14.214248657226562,-169.06139373779297,-14.21407699584961,2
gh8-02010,-169.06105041503906,-14.214591979980469,-169.06070709228516,-14.214420318603516,2
gh8-02011,-169.06173706054688,-14.214420318603516,-169.06139373779297,-14.214248657226562,2
gh8-02012,-169.0624237060547,-14.214420318603516,-169.06208038330078,-14.214248657226562,2
gh8-02013,-169.0631103515625,-14.214591979980469,-169.0627670288086,-14.214420318603516,2
gh8-02014,-169.0631103515625,-14.214763641357422,-169.0627670288086,-14.214591979980469,2
gh8-02015,-169.06173706054688,-14.215106964111328,-169.06139373779297,-14.214935302734375,2
gh8-02016,-169.06105041503906,-14.215965270996094,-169.06070709228516,-14.21579360961914,2
gh8-02017,-169.06517028808594,-14.212188720703125,-169.06482696533203,-14.212017059326172,2
gh8-02018,-169.06551361083984,-14.211673736572266,-169.06517028808594,-14.211502075195312,2
gh8-02019,-169.06448364257812,-14.212360382080078,-169.06414031982422,-14.212188720703125,2
gh8-02020,-169.0634536743164,-14.213390350341797,-169.0631103515625,-14.213218688964844,2
gh8-02021,-169.0634536743164,-14.21356201171875,-169.0631103515625,-14.213390350341797,2
gh8-02022,-169.06482696533203,-14.212360382080078,-169.06448364257812,-14.212188720703125,2
gh8-02023,-169.0634536743164,-14.213733673095703,-169.0631103515625,-14.21356201171875,2
gh8-02024,-169.05967712402344,-14.223175048828125,-169.05933380126953,-14.223003387451172,2
gh8-02025,-169.06002044677734,-14.222831726074219,-169.05967712402344,-14.222660064697266,2
gh8-02026,-169.06208038330078,-14.222831726074219,-169.06173706054688,-14.222660064697266,2
gh8-02027,-169.06208038330078,-14.223003387451172,-169.06173706054688,-14.222831726074219,2
gh8-02028,-169.06139373779297,-14.223346710205078,-169.06105041503906,-14.223175048828125,2
gh8-02029,-169.07238006591797,-14.219741821289062,-169.07203674316406,-14.21957015991211,2
gh8-02030,-169.07752990722656,-14.220428466796875,-169.07718658447266,-14.220256805419922,2
gh8-02031,-169.07752990722656,-14.220600128173828,-169.07718658447266,-14.220428466796875,2
gh8-02032,-169.07787322998047,-14.220600128173828,-169.07752990722656,-14.220428466796875,2
gh8-02033,-169.07787322998047,-14.220771789550781,-169.07752990722656,-14.220600128173828,2
gh8-02034,-169.0792465209961,-14.22128677368164,-169.0789031982422,-14.221115112304688,2
gh8-02035,-169.08233642578125,-14.221630096435547,-169.08199310302734,-14.221458435058594,2
gh8-02036,-169.09984588623047,-14.217166900634766,-169.09950256347656,-14.216995239257812,2
gh8-02037,-169.1019058227539,-14.220428466796875,-169.1015625,-14.220256805419922,2
gh8-02038,-169.10293579101562,-14.220428466796875,-169.10259246826172,-14.220256805419922,2
gh8-02039,-169.49810028076172,-14.143695831298828,-169.4977569580078,-14.143524169921875,2
gh8-02040,-169.5293426513672,-14.19485092163086,-169.52899932861328,-14.194679260253906,2
gh8-02041,-169.5296859741211,-14.194507598876953,-169.5293426513672,-14.1943359375,2
gh8-02042,-169.52899932861328,-14.195537567138672,-169.52865600585938,-14.195365905761719,2
gh8-02043,-169.52831268310547,-14.195880889892578,-169.52796936035156,-14.195709228515625,2
gh8-02044,-169.52796936035156,-14.197425842285156,-169.52762603759766,-14.197254180908203,2
gh8-02045,-169.52762603759766,-14.197769165039062,-169.52728271484375,-14.19759750366211,2
gh8-02046,-169.52796936035156,-14.19759750366211,-169.52762603759766,-14.197425842285156,2
gh8-02047,-169.52831268310547,-14.19931411743164,-169.52796936035156,-14.199142456054688,2
gh8-02048,-169.52899932861328,-14.20034408569336,-169.52865600585938,-14.200172424316406,2
gh8-02049,-169.530029296875,-14.201717376708984,-169.5296859741211,-14.201545715332031,2
gh8-02050,-169.530029296875,-14.202232360839844,-169.5296859741211,-14.20206069946289,2
gh8-02051,-169.530029296875,-14.20257568359375,-169.5296859741211,-14.202404022216797,2
gh8-02052,-169.530029296875,-14.20309066772461,-169.5296859741211,-14.202919006347656,2
gh8-02053,-169.530029296875,-14.204463958740234,-169.5296859741211,-14.204292297363281,2
gh8-02054,-169.5303726196289,-14.203948974609375,-169.530029296875,-14.203777313232422,2
gh8-02055,-169.52865600585938,-14.206695556640625,-169.52831268310547,-14.206523895263672,2
gh8-02056,-169.530029296875,-14.208755493164062,-169.5296859741211,-14.20858383178711,2
gh8-02057,-169.530029296875,-14.208927154541016,-169.5296859741211,-14.208755493164062,2
gh8-02058,-169.53174591064453,-14.208412170410156,-169.53140258789062,-14.208240509033203,2
gh8-02059,-169.53243255615234,-14.208412170410156,-169.53208923339844,-14.208240509033203,2
gh8-02060,-169.53346252441406,-14.209442138671875,-169.53311920166016,-14.209270477294922,2
gh8-02061,-169.52899932861328,-14.233818054199219,-169.52865600585938,-14.233646392822266,2
gh8-02062,-169.52899932861328,-14.234504699707031,-169.52865600585938,-14.234333038330078,2
gh8-02063,-169.53277587890625,-14.231758117675781,-169.53243255615234,-14.231586456298828,2
gh8-02064,-169.53346252441406,-14.231929779052734,-169.53311920166016,-14.231758117675781,2
gh8-02065,-169.53449249267578,-14.23330307006836,-169.53414916992188,-14.233131408691406,2
gh8-02066,-169.5351791381836,-14.234161376953125,-169.5348358154297,-14.233989715576172,2
gh8-02067,-169.5358657836914,-14.234676361083984,-169.5355224609375,-14.234504699707031,2
gh8-02068,-169.53655242919922,-14.235363006591797,-169.5362091064453,-14.235191345214844,2
gh8-02069,-169.53655242919922,-14.235706329345703,-169.5362091064453,-14.23553466796875,2
gh8-02070,-169.53723907470703,-14.23604965209961,-169.53689575195312,-14.235877990722656,2
gh8-02071,-169.53758239746094,-14.236392974853516,-169.53723907470703,-14.236221313476562,2
gh8-02072,-169.53964233398438,-14.23776626586914,-169.53929901123047,-14.237594604492188,2
gh8-02073,-169.61688995361328,-14.183349609375,-169.61654663085938,-14.183177947998047,2
gh8-02074,-169.6515655517578,-14.176998138427734,-169.6512222290039,-14.176826477050781,2
gh8-02075,-169.65225219726562,-14.177169799804688,-169.65190887451172,-14.176998138427734,2
gh8-02076,-169.65225219726562,-14.177684783935547,-169.65190887451172,-14.177513122558594,2
gh8-02077,-169.66632843017578,-14.184379577636719,-169.66598510742188,-14.184207916259766,2
gh8-02078,-169.68109130859375,-14.16910171508789,-169.68074798583984,-14.168930053710938,2
gh8-02079,-169.6790313720703,-14.17184829711914,-169.6786880493164,-14.171676635742188,2
gh8-02080,-169.5296859741211,-14.23879623413086,-169.5293426513672,-14.238624572753906,2
gh8-02081,-169.5296859741211,-14.238967895507812,-169.5293426513672,-14.23879623413086,2
gh8-02082,-169.5296859741211,-14.239482879638672,-169.5293426513672,-14.239311218261719,2
gh8-02083,-169.5296859741211,-14.24051284790039,-169.5293426513672,-14.240341186523438,2
gh8-02084,-169.5307159423828,-14.241714477539062,-169.5303726196289,-14.24154281616211,2
gh8-02085,-169.53105926513672,-14.241886138916016,-169.5307159423828,-14.241714477539062,2
gh8-02086,-169.53208923339844,-14.246177673339844,-169.53174591064453,-14.24600601196289,2
gh8-02087,-169.53277587890625,-14.248065948486328,-169.53243255615234,-14.247894287109375,2
gh8-02088,-169.49878692626953,-14.291839599609375,-169.49844360351562,-14.291667938232422,2
gh8-02089,-169.49913024902344,-14.294586181640625,-169.49878692626953,-14.294414520263672,2
gh8-02090,-169.49947357177734,-14.294242858886719,-169.49913024902344,-14.294071197509766,2
gh8-02091,-170.0017547607422,-14.49869155883789,-170.00141143798828,-14.498519897460938,2
gh8-02092,-170.00450134277344,-14.500923156738281,-170.00415802001953,-14.500751495361328,2
gh8-02093,-170.00450134277344,-14.501781463623047,-170.00415802001953,-14.501609802246094,2
gh8-02094,-170.10028839111328,-14.500064849853516,-170.09994506835938,-14.499893188476562,2
gh8-02095,-170.00450134277344,-14.502124786376953,-170.00415802001953,-14.501953125,2
gh8-02096,-170.00450134277344,-14.502811431884766,-170.00415802001953,-14.502639770507812,2
gh8-02097,-170.00484466552734,-14.503154754638672,-170.00450134277344,-14.502983093261719,2
gh8-02098,-170.00587463378906,-14.50469970703125,-170.00553131103516,-14.504528045654297,2
gh8-02099,-170.00621795654297,-14.504871368408203,-170.00587463378906,-14.50469970703125,2
gh8-02100,-170.00656127929688,-14.505043029785156,-170.00621795654297,-14.504871368408203,2
gh8-02101,-170.00656127929688,-14.50521469116211,-170.00621795654297,-14.505043029785156,2
gh8-02102,-170.0072479248047,-14.50521469116211,-170.00690460205078,-14.505043029785156,2
gh8-02103,-170.0079345703125,-14.505729675292969,-170.0075912475586,-14.505558013916016,2
gh8-02104,-170.07007598876953,-14.530105590820312,-170.06973266601562,-14.52993392944336,2
gh8-02105,-170.2503204345703,-14.120006561279297,-170.2499771118164,-14.119834899902344,2
gh8-02106,-170.33031463623047,-14.336299896240234,-170.32997131347656,-14.336128234863281,2
gh8-02107,-170.32894134521484,-14.337844848632812,-170.32859802246094,-14.33767318725586,2
gh8-02108,-170.32894134521484,-14.338703155517578,-170.32859802246094,-14.338531494140625,2
gh8-02109,-170.32825469970703,-14.33990478515625,-170.32791137695312,-14.339733123779297,2
gh8-02110,-170.32825469970703,-14.341449737548828,-170.32791137695312,-14.341278076171875,2
gh8-02111,-170.32791137695312,-14.343681335449219,-170.32756805419922,-14.343509674072266,2
gh8-02112,-170.3265380859375,-14.352092742919922,-170.3261947631836,-14.351921081542969,2
gh8-02113,-170.3265380859375,-14.352951049804688,-170.3261947631836,-14.352779388427734,2
gh8-02114,-170.32756805419922,-14.350204467773438,-170.3272247314453,-14.350032806396484,2
gh8-02115,-170.3268814086914,-14.351577758789062,-170.3265380859375,-14.35140609741211,2
gh8-02116,-170.32550811767578,-14.354324340820312,-170.32516479492188,-14.35415267944336,2
gh8-02117,-170.3258514404297,-14.35415267944336,-170.32550811767578,-14.353981018066406,2
gh8-02118,-170.67020416259766,-14.110050201416016,-170.66986083984375,-14.109878540039062,2
gh8-02119,-170.67123413085938,-14.124469757080078,-170.67089080810547,-14.124298095703125,2
gh8-02120,-170.62591552734375,-14.221115112304688,-170.62557220458984,-14.220943450927734,2
gh8-02121,-170.73028564453125,-14.120006561279297,-170.72994232177734,-14.119834899902344,2
gh8-02122,-170.73509216308594,-14.198627471923828,-170.73474884033203,-14.198455810546875,2
gh8-02123,-170.73406219482422,-14.200515747070312,-170.7337188720703,-14.20034408569336,2
gh8-02124,-170.73440551757812,-14.20034408569336,-170.73406219482422,-14.200172424316406,2
gh8-02125,-170.7388687133789,-14.19656753540039,-170.738525390625,-14.196395874023438,2
gh8-02126,-170.58815002441406,-14.277076721191406,-170.58780670166016,-14.276905059814453,2
gh8-02127,-170.58849334716797,-14.277076721191406,-170.58815002441406,-14.276905059814453,2
gh8-02128,-170.55381774902344,-14.28274154663086,-170.55347442626953,-14.282569885253906,2
gh8-02129,-170.6238555908203,-14.25201416015625,-170.6235122680664,-14.251842498779297,2
gh8-02130,-170.61355590820312,-14.269523620605469,-170.61321258544922,-14.269351959228516,2
gh8-02131,-170.61561584472656,-14.273128509521484,-170.61527252197266,-14.272956848144531,2
gh8-02132,-170.62557220458984,-14.275188446044922,-170.62522888183594,-14.275016784667969,2
gh8-02133,-170.6719207763672,-14.238967895507812,-170.67157745361328,-14.23879623413086,2
gh8-02134,-170.67157745361328,-14.24051284790039,-170.67123413085938,-14.240341186523438,2
gh8-02135,-170.67363739013672,-14.249267578125,-170.6732940673828,-14.249095916748047,2
gh8-02136,-170.6784439086914,-14.244804382324219,-170.6781005859375,-14.244632720947266,2
gh8-02137,-170.6667709350586,-14.270210266113281,-170.6664276123047,-14.270038604736328,2
gh8-02138,-170.6729507446289,-14.269695281982422,-170.672607421875,-14.269523620605469,2
gh8-02139,-170.66608428955078,-14.277076721191406,-170.66574096679688,-14.276905059814453,2
gh8-02140,-170.66574096679688,-14.281196594238281,-170.66539764404297,-14.281024932861328,2
gh8-02141,-170.6678009033203,-14.279823303222656,-170.6674575805664,-14.279651641845703,2
gh8-02142,-170.66574096679688,-14.290122985839844,-170.66539764404297,-14.28995132446289,2
gh8-02143,-170.66436767578125,-14.290809631347656,-170.66402435302734,-14.290637969970703,2
gh8-02144,-170.68153381347656,-14.282398223876953,-170.68119049072266,-14.2822265625,2
gh8-02145,-170.68153381347656,-14.282569885253906,-170.68119049072266,-14.282398223876953,2
gh8-02146,-170.6832504272461,-14.283084869384766,-170.6829071044922,-14.282913208007812,2
gh8-02147,-170.66505432128906,-14.296817779541016,-170.66471099853516,-14.296646118164062,2
gh8-02148,-170.6502914428711,-14.317073822021484,-170.6499481201172,-14.316902160644531,2
gh8-02149,-170.64617156982422,-14.321365356445312,-170.6458282470703,-14.32119369506836,2
gh8-02150,-170.64754486083984,-14.322052001953125,-170.64720153808594,-14.321880340576172,2
gh8-02151,-170.64926147460938,-14.323253631591797,-170.64891815185547,-14.323081970214844,2
gh8-02152,-170.64754486083984,-14.323768615722656,-170.64720153808594,-14.323596954345703,2
gh8-02153,-170.64754486083984,-14.324626922607422,-170.64720153808594,-14.324455261230469,2
gh8-02154,-170.64720153808594,-14.324970245361328,-170.64685821533203,-14.324798583984375,2
gh8-02155,-170.6554412841797,-14.317760467529297,-170.65509796142578,-14.317588806152344,2
gh8-02156,-170.65406799316406,-14.322052001953125,-170.65372467041016,-14.321880340576172,2
gh8-02157,-170.65372467041016,-14.323253631591797,-170.65338134765625,-14.323081970214844,2
gh8-02158,-170.65235137939453,-14.323596954345703,-170.65200805664062,-14.32342529296875,2
gh8-02159,-170.65853118896484,-14.323253631591797,-170.65818786621094,-14.323081970214844,2
gh8-02160,-170.65990447998047,-14.324283599853516,-170.65956115722656,-14.324111938476562,2
gh8-02161,-170.66024780273438,-14.327373504638672,-170.65990447998047,-14.327201843261719,2
gh8-02162,-170.66539764404297,-14.32891845703125,-170.66505432128906,-14.328746795654297,2
gh8-02163,-170.66299438476562,-14.32943344116211,-170.66265106201172,-14.329261779785156,2
gh8-02164,-170.66539764404297,-14.329090118408203,-170.66505432128906,-14.32891845703125,2
gh8-02165,-170.6664276123047,-14.329090118408203,-170.66608428955078,-14.32891845703125,2
gh8-02166,-170.66608428955078,-14.329776763916016,-170.66574096679688,-14.329605102539062,2
gh8-02167,-170.67020416259766,-14.330120086669922,-170.66986083984375,-14.329948425292969,2
gh8-02168,-170.67432403564453,-14.331493377685547,-170.67398071289062,-14.331321716308594,2
gh8-02169,-170.68531036376953,-14.27621841430664,-170.68496704101562,-14.276046752929688,2
gh8-02170,-170.68805694580078,-14.274673461914062,-170.68771362304688,-14.27450180053711,2
gh8-02171,-170.69011688232422,-14.280166625976562,-170.6897735595703,-14.27999496459961,2
gh8-02172,-170.6952667236328,-14.273643493652344,-170.6949234008789,-14.27347183227539,2
gh8-02173,-170.7007598876953,-14.27947998046875,-170.7004165649414,-14.279308319091797,2
gh8-02174,-170.72444915771484,-14.281883239746094,-170.72410583496094,-14.28171157836914,2
gh8-02175,-170.72376251220703,-14.2877197265625,-170.72341918945312,-14.287548065185547,2
gh8-02176,-170.7168960571289,-14.301624298095703,-170.716552734375,-14.30145263671875,2
gh8-02177,-170.7004165649414,-14.316902160644531,-170.7000732421875,-14.316730499267578,2
gh8-02178,-170.70110321044922,-14.318790435791016,-170.7007598876953,-14.318618774414062,2
gh8-02179,-170.70110321044922,-14.318962097167969,-170.7007598876953,-14.318790435791016,2
gh8-02180,-170.70865631103516,-14.325828552246094,-170.70831298828125,-14.32565689086914,2
gh8-02181,-170.71792602539062,-14.32291030883789,-170.71758270263672,-14.322738647460938,2
